"renewables.opinion","alloc.fossil","alloc.wind","alloc.solar","alloc.hydro","alloc.nuclear","trump.approval","democrat","republican","libDem","conRep","age","male","white","edu","college","inc","trump.cue","climate.cue","control"
NA,25,30,30,10,5,1,1,0,1,0,22,0,1,5,1,"5",0,0,1
NA,35,20,20,10,15,1,0,1,0,1,67,0,1,5,1,"11",0,0,1
NA,0,35,35,30,0,1,1,0,1,0,46,1,1,4,0,"3",0,0,1
NA,5,20,50,10,15,1,1,0,1,0,48,1,1,5,1,"2",0,0,1
NA,50,10,20,10,10,4,0,1,0,1,49,0,1,5,1,"8",0,0,1
NA,44,26,7,5,18,1,1,0,1,0,51,0,1,5,1,"2",0,0,1
NA,20,20,40,5,15,1,0,0,0,0,48,1,1,4,0,"1",0,0,1
NA,20,10,10,10,50,4,0,1,0,1,58,0,1,5,1,"6",0,0,1
NA,20,20,30,10,20,1,1,0,1,0,55,1,1,3,0,"3",0,0,1
NA,25,20,25,15,15,3,1,0,0,0,20,0,1,2,0,"5",0,0,1
NA,15,30,25,5,25,1,0,1,0,1,23,1,1,5,1,"6",0,0,1
NA,10,0,85,5,0,4,0,1,0,1,56,0,1,3,0,"3",0,0,1
NA,0,50,50,0,0,1,1,0,1,0,53,0,1,5,1,"7",0,0,1
NA,10,30,30,20,10,1,1,0,1,0,51,1,1,5,1,"3",0,0,1
NA,30,20,30,10,10,1,1,0,1,0,48,1,1,5,1,"8",0,0,1
NA,10,20,35,10,25,1,1,0,1,0,26,0,1,4,0,"3",0,0,1
NA,35,25,30,10,0,1,0,0,0,0,48,0,1,4,0,"7",0,0,1
NA,10,20,35,15,20,1,1,0,1,0,65,1,1,5,1,"3",0,0,1
NA,25,0,25,50,0,5,0,1,0,1,50,1,1,2,0,"2",0,0,1
NA,7,15,31,35,12,1,0,1,0,0,55,1,1,2,0,"3",0,0,1
NA,20,30,30,20,0,1,1,0,1,0,48,0,1,8,1,"7",0,0,1
NA,7,28,35,25,5,1,1,0,1,0,53,0,0,3,0,"4",0,0,1
NA,10,10,25,15,40,1,1,0,1,0,46,1,0,1,0,"1",0,0,1
NA,36,20,20,4,20,1,1,0,1,0,55,0,1,5,1,"4",0,0,1
NA,10,36,32,17,5,1,1,0,1,0,67,0,1,4,0,"2",0,0,1
NA,15,25,20,14,26,1,1,0,1,0,29,0,1,7,1,"9",0,0,1
NA,38,20,17,20,5,1,1,0,1,0,52,1,1,5,1,"6",0,0,1
NA,40,15,25,20,0,5,0,1,0,1,57,0,1,1,0,"5",0,0,1
NA,10,10,10,10,60,1,0,1,0,1,29,1,1,4,0,"3",0,0,1
NA,0,15,30,25,30,1,1,0,1,0,29,0,1,5,1,"8",0,0,1
NA,5,30,30,30,5,1,1,0,1,0,50,0,1,5,1,"11",0,0,1
NA,20,20,17,8,35,1,1,0,1,0,52,0,1,6,1,"9",0,0,1
NA,75,25,0,0,0,3,0,0,0,0,62,0,0,3,0,"1",0,0,1
NA,10,20,30,20,20,1,0,0,0,0,46,1,1,5,1,"11",0,0,1
NA,40,30,10,10,10,2,1,0,1,0,51,0,1,1,0,"8",0,0,1
NA,54,12,13,8,13,1,1,0,1,0,62,0,1,4,0,"5",0,0,1
NA,5,30,30,30,5,2,1,0,1,0,64,0,1,5,1,"9",0,0,1
NA,60,10,5,5,20,3,0,1,0,1,51,1,1,1,0,"3",0,0,1
NA,0,25,50,19,6,1,0,0,0,0,22,0,0,5,1,"3",0,0,1
NA,30,20,20,10,20,1,1,0,1,0,45,1,1,8,1,"5",0,0,1
NA,0,20,20,60,0,3,0,1,0,1,52,0,1,5,1,"2",0,0,1
NA,0,60,20,20,0,1,1,0,1,0,74,0,1,5,1,"1",0,0,1
NA,19,13,25,14,29,1,1,0,0,0,47,1,1,2,0,"3",0,0,1
NA,30,20,25,25,0,1,1,0,1,0,53,0,1,1,0,"4",0,0,1
NA,20,30,25,20,5,3,0,1,0,1,55,0,1,5,1,"2",0,0,1
NA,20,30,30,10,10,1,1,0,0,0,53,0,1,1,0,"3",0,0,1
NA,24,76,0,0,0,4,0,1,0,1,47,0,1,3,0,"7",0,0,1
NA,0,0,25,25,50,1,1,0,1,0,71,0,1,5,1,"4",0,0,1
NA,20,20,20,30,10,1,1,0,1,0,25,0,1,4,0,"3",0,0,1
NA,58,12,7,6,17,1,1,0,1,0,29,0,0,2,0,"3",0,0,1
NA,0,0,100,0,0,1,1,0,0,0,63,0,1,1,0,"1",0,0,1
NA,60,0,5,5,30,4,0,1,0,1,27,1,1,1,0,"2",0,0,1
NA,5,35,55,5,0,1,1,0,1,0,46,0,1,2,0,"1",0,0,1
NA,70,20,10,0,0,4,0,1,0,1,56,0,1,2,0,"2",0,0,1
NA,5,40,30,15,10,2,0,1,0,1,48,1,1,5,1,"4",0,0,1
NA,5,25,40,20,10,1,1,0,1,0,27,0,1,5,1,"1",0,0,1
NA,20,40,30,10,0,1,1,0,0,0,46,0,1,5,1,"7",0,0,1
NA,25,25,20,15,15,4,0,1,0,1,50,0,1,4,0,"8",0,0,1
NA,40,23,17,0,20,1,1,0,1,0,51,0,1,5,1,"9",0,0,1
NA,10,40,20,20,10,1,1,0,1,0,75,0,1,6,1,"6",0,0,1
NA,20,20,30,6,24,1,1,0,1,0,65,0,1,4,0,"2",0,0,1
NA,30,0,7,5,58,4,0,0,0,0,68,0,1,5,1,"6",0,0,1
NA,25,10,10,5,50,5,0,1,0,1,62,0,1,4,0,"4",0,0,1
NA,50,25,25,0,0,3,0,0,0,0,48,0,1,2,0,"1",0,0,1
NA,40,10,10,10,30,4,0,1,0,1,55,1,1,2,0,"3",0,0,1
NA,0,5,15,30,50,1,1,0,0,0,46,1,1,5,1,"3",0,0,1
NA,20,20,20,20,20,4,0,1,0,0,57,0,1,5,1,"4",0,0,1
NA,25,2,3,20,50,4,0,1,0,1,74,1,1,5,1,"2",0,0,1
NA,20,20,20,20,20,4,0,1,0,1,47,1,1,5,1,"4",0,0,1
NA,0,40,30,30,0,1,1,0,1,0,52,0,1,2,0,"2",0,0,1
NA,20,20,20,20,20,4,0,1,0,0,63,0,1,5,1,"4",0,0,1
NA,25,25,25,5,20,1,1,0,1,0,47,0,0,4,0,"4",0,0,1
NA,30,20,10,10,30,1,1,0,0,0,59,0,1,2,0,"3",0,0,1
NA,0,30,48,20,2,1,1,0,1,0,58,1,1,6,1,"5",0,0,1
NA,0,50,50,0,0,1,1,0,0,0,50,0,1,4,0,"5",0,0,1
NA,47,15,31,7,0,1,0,0,0,0,55,0,0,5,1,"5",0,0,1
NA,40,25,20,10,5,1,0,0,0,0,63,0,0,2,0,"2",0,0,1
NA,20,20,20,20,20,1,1,0,0,0,56,0,1,1,0,"1",0,0,1
NA,40,15,20,15,10,3,1,0,1,0,52,0,0,1,0,"3",0,0,1
NA,5,50,30,10,5,1,1,0,1,0,52,1,1,5,1,"5",0,0,1
NA,10,20,20,17,33,1,1,0,1,0,74,0,1,8,1,"5",0,0,1
NA,2,60,23,15,0,1,1,0,1,0,72,1,1,5,1,"3",0,0,1
NA,46,0,34,0,20,4,0,1,0,1,47,0,1,2,0,"1",0,0,1
NA,50,21,21,8,0,4,0,1,0,1,50,0,1,5,1,"4",0,0,1
NA,10,25,50,15,0,1,1,0,1,0,56,0,1,6,1,"4",0,0,1
NA,60,8,12,8,12,4,0,1,0,1,25,1,1,6,1,"11",0,0,1
NA,5,25,65,5,0,1,1,0,1,0,54,0,1,2,0,"6",0,0,1
NA,10,30,30,30,0,1,1,0,1,0,24,0,1,2,0,"6",0,0,1
NA,10,25,35,25,5,1,0,1,0,1,51,0,1,5,1,"3",0,0,1
NA,10,25,40,25,0,3,0,1,0,1,52,0,1,1,0,"4",0,0,1
NA,24,21,21,23,11,3,0,0,0,0,44,0,0,5,1,"6",0,0,1
NA,0,40,40,20,0,1,1,0,0,0,63,0,1,5,1,"4",0,0,1
NA,3,47,38,12,0,1,1,0,0,0,48,0,1,6,1,"11",0,0,1
NA,2,30,43,22,3,1,0,0,0,0,72,1,1,6,1,"5",0,0,1
NA,15,25,25,25,10,1,1,0,1,0,46,0,1,5,1,"5",0,0,1
NA,20,25,25,15,15,2,0,1,0,1,61,1,1,5,1,"5",0,0,1
NA,10,35,35,10,10,2,1,0,0,0,46,0,1,6,1,"7",0,0,1
NA,20,20,30,10,20,1,1,0,1,0,45,0,1,6,1,"2",0,0,1
NA,27,35,38,0,0,3,0,1,0,0,51,0,1,1,0,"1",0,0,1
NA,47,13,12,11,17,4,0,1,0,1,29,0,1,1,0,"5",0,0,1
NA,40,10,10,5,35,1,0,1,0,1,58,0,1,4,0,"2",0,0,1
NA,15,15,15,15,40,1,1,0,1,0,20,0,1,2,0,"8",0,0,1
NA,0,30,60,10,0,1,1,0,1,0,51,0,1,4,0,"4",0,0,1
NA,15,25,25,35,0,1,0,1,0,0,25,0,1,5,1,"8",0,0,1
NA,20,20,15,25,20,1,1,0,1,0,45,0,1,6,1,"6",0,0,1
NA,85,15,0,0,0,5,0,1,0,1,52,0,1,2,0,"8",0,0,1
NA,10,10,60,10,10,3,1,0,1,0,46,0,0,2,0,"1",0,0,1
NA,20,10,60,10,0,1,1,0,1,0,51,0,1,5,1,"1",0,0,1
NA,20,20,30,10,20,1,1,0,1,0,29,0,1,5,1,"4",0,0,1
NA,48,0,0,20,32,3,0,1,0,1,26,1,1,3,0,"6",0,0,1
NA,20,25,25,10,20,2,0,1,0,0,57,0,1,5,1,"3",0,0,1
NA,0,25,30,25,20,1,1,0,1,0,28,0,1,5,1,"1",0,0,1
NA,5,40,40,10,5,1,1,0,1,0,47,0,1,5,1,"9",0,0,1
NA,20,48,32,0,0,2,0,0,0,0,55,0,1,4,0,"4",0,0,1
NA,20,20,20,20,20,1,1,0,1,0,57,0,1,8,1,"9",0,0,1
NA,0,35,35,10,20,1,1,0,1,0,20,0,1,2,0,"4",0,0,1
NA,10,22,18,10,40,1,1,0,1,0,23,0,1,2,0,"3",0,0,1
NA,30,20,15,10,25,2,1,0,1,0,23,0,0,5,1,"3",0,0,1
NA,10,40,40,10,0,1,0,0,0,0,46,0,1,2,0,"5",0,0,1
NA,10,20,25,5,40,1,1,0,1,0,26,1,1,5,1,"6",0,0,1
NA,20,0,0,10,70,4,0,1,0,1,77,1,1,5,1,"2",0,0,1
NA,5,55,22,10,8,1,1,0,1,0,61,0,0,3,0,"1",0,0,1
NA,40,0,5,10,45,5,0,1,0,1,67,0,1,5,1,"6",0,0,1
NA,0,25,15,10,50,1,1,0,1,0,47,0,1,2,0,"7",0,0,1
NA,10,30,40,10,10,2,0,1,0,0,28,0,1,2,0,"1",0,0,1
NA,100,0,0,0,0,5,0,1,0,1,48,0,1,5,1,"5",0,0,1
NA,70,0,0,10,20,5,0,1,0,1,60,0,1,1,0,"6",0,0,1
NA,40,10,30,10,10,4,0,1,0,0,25,0,1,6,1,"7",0,0,1
NA,3,30,67,0,0,1,1,0,1,0,45,0,1,7,1,"11",0,0,1
NA,10,60,30,0,0,1,1,0,1,0,53,0,1,1,0,"6",0,0,1
NA,10,20,20,20,30,1,1,0,1,0,71,0,1,5,1,"7",0,0,1
NA,40,15,15,10,20,4,0,1,0,0,67,0,1,4,0,"4",0,0,1
NA,0,5,50,5,40,1,0,0,0,0,26,0,1,5,1,"5",0,0,1
NA,0,47,39,14,0,1,1,0,1,0,45,1,1,5,1,"6",0,0,1
NA,33,20,15,20,12,1,0,1,0,1,47,1,1,6,1,"11",0,0,1
NA,24,10,26,23,17,4,0,1,0,1,20,0,1,4,0,"5",0,0,1
NA,30,25,30,15,0,1,0,0,0,0,58,0,0,4,0,"4",0,0,1
NA,35,15,15,10,25,4,0,1,0,1,51,1,1,5,1,"1",0,0,1
NA,0,15,50,25,10,1,1,0,1,0,51,0,1,5,1,"3",0,0,1
NA,20,40,20,20,0,1,1,0,1,0,45,0,1,5,1,"7",0,0,1
NA,30,20,30,15,5,5,0,1,0,1,72,0,1,2,0,"2",0,0,1
NA,0,25,30,10,35,1,1,0,1,0,55,1,1,6,1,"3",0,0,1
NA,20,30,30,10,10,1,1,0,1,0,53,1,0,5,1,"2",0,0,1
NA,50,19,12,8,11,1,1,0,1,0,23,0,1,5,1,"2",0,0,1
NA,0,60,15,10,15,1,1,0,1,0,25,0,1,5,1,"11",0,0,1
NA,25,10,30,10,25,2,1,0,1,0,48,0,1,6,1,"5",0,0,1
NA,20,20,25,10,25,1,1,0,1,0,46,0,1,2,0,"11",0,0,1
NA,0,25,50,25,0,1,1,0,0,0,70,0,1,2,0,"3",0,0,1
NA,50,15,10,15,10,3,0,1,0,1,45,0,1,3,0,"4",0,0,1
NA,23,15,16,10,36,1,1,0,1,0,25,0,1,3,0,"3",0,0,1
NA,20,20,20,20,20,1,1,0,1,0,47,0,1,4,0,"4",0,0,1
NA,20,59,16,5,0,1,1,0,1,0,66,0,1,1,0,"1",0,0,1
NA,5,30,60,5,0,4,0,1,0,1,46,1,1,3,0,"5",0,0,1
NA,0,30,30,15,25,1,1,0,1,0,48,1,1,4,0,"4",0,0,1
NA,40,20,20,20,0,4,0,1,0,1,69,0,1,4,0,"5",0,0,1
NA,75,0,0,0,25,5,0,1,0,1,71,0,1,5,1,"5",0,0,1
NA,20,15,10,15,40,3,0,1,0,1,55,0,1,2,0,"3",0,0,1
NA,18,24,28,10,20,1,1,0,1,0,59,0,1,6,1,"5",0,0,1
NA,50,10,10,5,25,2,0,1,0,1,60,0,1,5,1,"3",0,0,1
NA,11,24,25,18,22,5,1,0,1,0,35,0,1,5,1,"4",0,0,1
NA,6,45,37,7,5,1,1,0,1,0,61,0,1,6,1,"5",0,0,1
NA,10,30,30,15,15,1,1,0,1,0,69,0,1,5,1,"7",0,0,1
NA,10,30,30,20,10,1,1,0,0,0,61,1,0,4,0,"11",0,0,1
NA,35,20,20,20,5,1,1,0,1,0,32,0,1,6,1,"2",0,0,1
NA,26,20,45,9,0,2,0,1,0,1,33,0,1,1,0,"5",0,0,1
NA,10,25,30,25,10,3,0,0,0,0,36,0,1,2,0,"7",0,0,1
NA,0,50,50,0,0,1,1,0,1,0,30,1,1,3,0,"3",0,0,1
NA,14,25,20,20,21,1,1,0,1,0,38,0,1,6,1,"9",0,0,1
NA,5,21,43,31,0,1,0,0,0,0,40,0,1,5,1,"5",0,0,1
NA,17,26,16,10,31,1,1,0,1,0,47,0,1,6,1,"11",0,0,1
NA,5,25,25,5,40,1,1,0,1,0,35,1,1,5,1,"10",0,0,1
NA,10,55,20,5,10,3,0,1,0,1,42,0,1,3,0,"2",0,0,1
NA,60,13,6,7,14,2,1,0,1,0,40,0,1,6,1,"2",0,0,1
NA,20,10,40,20,10,2,0,1,0,1,59,0,1,2,0,"3",0,0,1
NA,20,30,30,15,5,1,1,0,1,0,39,0,1,4,0,"3",0,0,1
NA,50,15,5,10,20,2,0,1,0,1,34,0,1,4,0,"6",0,0,1
NA,81,3,3,2,11,1,1,0,1,0,33,0,1,2,0,"6",0,0,1
NA,5,30,30,30,5,1,1,0,1,0,32,0,1,5,1,"5",0,0,1
NA,58,10,5,5,22,2,1,0,1,0,27,0,0,5,1,"6",0,0,1
NA,35,25,15,15,10,2,0,1,0,0,32,0,1,2,0,"8",0,0,1
NA,5,35,25,25,10,1,1,0,1,0,42,0,0,2,0,"8",0,0,1
NA,5,20,60,5,10,2,0,1,0,1,42,1,1,2,0,"8",0,0,1
NA,30,15,14,10,31,2,0,1,0,1,42,0,1,5,1,"5",0,0,1
NA,10,25,22,16,27,1,1,0,1,0,31,1,1,1,0,"5",0,0,1
NA,73,0,0,7,20,5,0,1,0,1,52,1,1,5,1,"5",0,0,1
NA,15,30,35,15,5,1,1,0,1,0,24,0,0,4,0,"3",0,0,1
NA,0,8,36,15,41,1,1,0,1,0,40,1,1,2,0,"2",0,0,1
NA,0,40,20,20,20,1,1,0,1,0,47,1,1,6,1,"4",0,0,1
NA,4,27,45,21,3,1,0,0,0,0,38,0,1,6,1,"3",0,0,1
NA,30,30,30,5,5,4,0,1,0,0,46,0,1,2,0,"5",0,0,1
NA,0,60,20,20,0,1,1,0,1,0,31,0,1,6,1,"5",0,0,1
NA,10,17,45,10,18,1,1,0,1,0,64,0,1,1,0,"4",0,0,1
NA,40,20,20,10,10,2,0,1,0,1,40,1,1,1,0,"4",0,0,1
NA,5,40,40,10,5,1,1,0,0,0,45,1,1,3,0,"9",0,0,1
NA,50,12,15,10,13,1,1,0,1,0,30,0,1,5,1,"2",0,0,1
NA,20,0,60,0,20,1,0,0,0,0,56,0,1,5,1,"4",0,0,1
NA,20,35,20,10,15,1,1,0,1,0,35,0,1,2,0,"5",0,0,1
NA,5,32,33,25,5,1,1,0,1,0,44,0,1,5,1,"7",0,0,1
NA,5,0,5,0,90,5,0,1,0,1,56,1,1,5,1,"5",0,0,1
NA,0,20,20,10,50,1,1,0,1,0,40,1,1,5,1,"3",0,0,1
NA,0,32,32,36,0,1,0,0,0,0,31,0,1,1,0,"1",0,0,1
NA,68,16,7,3,6,5,0,1,0,1,27,1,1,6,1,"2",0,0,1
NA,0,30,37,15,18,1,1,0,1,0,41,1,1,3,0,"4",0,0,1
NA,10,20,30,40,0,1,0,0,0,0,43,0,0,5,1,"2",0,0,1
NA,20,15,40,15,10,1,1,0,1,0,43,1,1,5,1,"6",0,0,1
NA,10,10,55,5,20,1,1,0,1,0,35,1,1,5,1,"2",0,0,1
NA,24,24,19,16,17,5,0,1,0,1,33,1,0,5,1,"3",0,0,1
NA,35,10,25,5,25,2,0,1,0,1,67,1,1,5,1,"2",0,0,1
NA,21,44,14,10,11,2,0,1,0,1,55,0,1,5,1,"3",0,0,1
NA,19,11,47,15,8,2,1,0,0,0,54,1,1,5,1,"5",0,0,1
NA,27,8,10,9,46,4,0,1,0,1,52,1,1,1,0,"3",0,0,1
NA,65,10,5,7,13,4,0,1,0,1,40,0,1,5,1,"4",0,0,1
NA,65,0,0,5,30,4,1,0,1,0,36,1,1,5,1,"3",0,0,1
NA,41,13,25,13,8,1,1,0,0,0,41,1,1,2,0,"3",0,0,1
NA,10,30,25,20,15,1,1,0,1,0,45,1,0,5,1,"3",0,0,1
NA,60,10,10,10,10,1,0,0,0,0,41,1,1,5,1,"7",0,0,1
NA,40,10,30,15,5,4,0,1,0,1,60,1,0,5,1,"3",0,0,1
NA,45,10,10,15,20,1,1,0,1,0,32,1,1,4,0,"6",0,0,1
NA,0,25,25,25,25,1,0,0,0,0,31,1,1,6,1,"4",0,0,1
NA,5,30,30,15,20,1,1,0,1,0,37,1,1,5,1,"8",0,0,1
NA,10,35,25,15,15,1,1,0,1,0,45,1,1,2,0,"5",0,0,1
NA,23,20,24,12,21,5,1,0,1,0,36,1,1,5,1,"4",0,0,1
NA,5,40,30,25,0,1,1,0,1,0,55,0,1,5,1,"6",0,0,1
NA,0,40,40,5,15,1,1,0,1,0,30,1,1,8,1,"6",0,0,1
NA,10,30,20,20,20,4,0,1,0,0,44,1,1,5,1,"8",0,0,1
NA,7,28,28,22,15,1,1,0,0,0,58,1,1,7,1,"6",0,0,1
NA,15,35,30,20,0,1,1,0,1,0,51,0,1,2,0,"1",0,0,1
NA,10,10,20,5,55,1,1,0,1,0,35,0,1,6,1,"11",0,0,1
NA,0,0,0,0,100,4,0,1,0,0,54,0,1,2,0,"4",0,0,1
NA,11,12,31,25,21,1,1,0,1,0,47,1,1,5,1,"5",0,0,1
NA,20,16,15,12,37,5,0,1,0,1,52,1,1,5,1,"6",0,0,1
NA,10,28,28,5,29,1,1,0,1,0,30,1,1,5,1,"5",0,0,1
NA,50,15,15,10,10,2,1,0,0,0,36,1,1,1,0,"4",0,0,1
NA,10,25,25,20,20,2,0,1,0,1,59,0,1,2,0,"2",0,0,1
NA,20,23,20,12,25,1,1,0,0,0,36,1,1,5,1,"9",0,0,1
NA,35,5,40,10,10,4,0,1,0,1,32,0,1,3,0,"6",0,0,1
NA,37,28,8,7,20,1,0,0,0,0,38,0,1,8,1,"10",0,0,1
NA,10,25,20,20,25,1,0,0,0,0,35,1,1,1,0,"1",0,0,1
NA,19,60,15,5,1,1,1,0,1,0,35,0,1,5,1,"5",0,0,1
NA,10,30,20,20,20,2,0,1,0,1,44,1,1,3,0,"6",0,0,1
NA,9,38,41,12,0,1,1,0,1,0,43,0,1,5,1,"3",0,0,1
NA,10,40,20,20,10,1,0,0,0,0,41,0,1,7,1,"5",0,0,1
NA,20,20,20,20,20,1,1,0,1,0,36,0,1,2,0,"5",0,0,1
NA,15,45,25,8,7,1,1,0,1,0,39,0,1,5,1,"2",0,0,1
NA,0,20,20,30,30,1,1,0,0,0,46,1,1,5,1,"2",0,0,1
NA,10,25,25,25,15,1,1,0,1,0,43,1,1,6,1,"8",0,0,1
NA,0,40,50,10,0,1,0,1,0,1,35,0,0,2,0,"5",0,0,1
NA,50,7,5,13,25,4,0,1,0,1,56,0,1,6,1,"2",0,0,1
NA,10,8,12,10,60,1,0,0,0,0,36,1,1,8,1,"8",0,0,1
NA,10,20,30,20,20,1,1,0,0,0,53,0,1,5,1,"11",0,0,1
NA,35,20,10,10,25,1,1,0,1,0,38,1,1,5,1,"7",0,0,1
NA,25,15,15,15,30,1,0,0,0,0,37,1,0,4,0,"2",0,0,1
NA,5,45,45,5,0,1,1,0,1,0,42,0,1,6,1,"5",0,0,1
NA,0,30,30,10,30,1,1,0,1,0,26,0,1,5,1,"5",0,0,1
NA,25,5,5,5,60,1,0,0,0,0,40,1,1,5,1,"7",0,0,1
NA,38,15,15,8,24,2,0,0,0,0,33,1,1,5,1,"8",0,0,1
NA,51,7,14,4,24,1,0,1,0,1,48,0,1,5,1,"4",0,0,1
NA,0,50,50,0,0,1,1,0,1,0,30,0,1,2,0,"1",0,0,1
NA,10,0,10,5,75,3,0,1,0,1,50,1,1,5,1,"11",0,0,1
NA,15,20,25,15,25,1,1,0,1,0,42,1,1,5,1,"4",0,0,1
NA,10,40,15,15,20,4,0,1,0,0,26,1,0,5,1,"6",0,0,1
NA,48,9,11,17,15,4,0,1,0,1,62,0,1,5,1,"8",0,0,1
NA,25,15,15,5,40,1,1,0,0,0,58,1,1,4,0,"6",0,0,1
NA,20,20,20,20,20,2,0,0,0,0,34,0,1,4,0,"3",0,0,1
NA,93,0,7,0,0,5,0,1,0,1,65,0,1,5,1,"4",0,0,1
NA,40,9,10,15,26,4,0,1,0,1,37,1,1,1,0,"3",0,0,1
NA,39,4,3,4,50,4,0,1,0,1,42,1,1,5,1,"3",0,0,1
NA,0,30,30,10,30,1,1,0,1,0,29,0,1,5,1,"11",0,0,1
NA,0,25,25,25,25,1,1,0,1,0,33,1,1,5,1,"3",0,0,1
NA,50,20,10,5,15,4,0,1,0,1,59,1,1,5,1,"8",0,0,1
NA,0,50,50,0,0,3,0,0,0,0,31,0,1,1,0,"2",0,0,1
NA,13,15,20,26,26,4,0,1,0,0,42,1,1,5,1,"3",0,0,1
NA,60,5,10,5,20,4,0,1,0,1,43,1,1,1,0,"3",0,0,1
NA,60,5,5,10,20,5,0,1,0,1,58,1,1,2,0,"3",0,0,1
NA,10,25,35,20,10,3,0,1,0,0,32,1,1,5,1,"6",0,0,1
NA,40,10,10,10,30,4,0,1,0,1,43,1,1,1,0,"4",0,0,1
NA,50,7,20,7,16,2,0,0,0,0,56,1,1,5,1,"1",0,0,1
NA,0,20,20,30,30,1,0,0,0,0,43,1,1,1,0,"4",0,0,1
NA,54,10,8,10,18,4,0,1,0,1,35,0,1,4,0,"4",0,0,1
NA,20,20,20,20,20,3,0,0,0,0,43,0,1,1,0,"2",0,0,1
NA,20,30,20,10,20,4,0,1,0,1,54,0,1,1,0,"3",0,0,1
NA,10,20,25,30,15,1,1,0,1,0,34,1,1,5,1,"6",0,0,1
NA,22,25,25,10,18,1,1,0,1,0,44,0,1,5,1,"3",0,0,1
NA,20,30,20,20,10,1,1,0,1,0,35,1,1,5,1,"11",0,0,1
NA,0,30,30,30,10,1,1,0,1,0,47,0,1,5,1,"11",0,0,1
NA,25,25,50,0,0,1,1,0,1,0,54,0,1,5,1,"1",0,0,1
NA,14,31,35,13,7,1,1,0,1,0,40,0,1,5,1,"3",0,0,1
NA,30,20,20,20,10,1,0,1,0,1,39,0,1,5,1,"9",0,0,1
NA,20,14,20,20,26,3,0,1,0,1,56,1,1,5,1,"8",0,0,1
NA,10,30,20,20,20,1,1,0,1,0,34,0,1,8,1,"11",0,0,1
NA,0,5,90,5,0,1,1,0,1,0,34,1,1,2,0,"2",0,0,1
NA,58,0,1,5,36,4,0,1,0,1,39,1,1,6,1,"10",0,0,1
NA,10,20,25,5,40,1,0,0,0,0,50,1,1,4,0,"5",0,0,1
NA,14,24,51,9,2,1,1,0,1,0,60,0,1,5,1,"3",0,0,1
NA,9,27,28,27,9,1,1,0,1,0,42,1,1,5,1,"6",0,0,1
NA,30,20,15,5,30,1,1,0,1,0,47,1,1,5,1,"6",0,0,1
NA,30,25,25,15,5,1,1,0,1,0,34,0,1,5,1,"1",0,0,1
NA,5,15,30,10,40,1,1,0,1,0,45,1,1,5,1,"4",0,0,1
NA,30,4,8,3,55,4,0,1,0,1,35,0,1,1,0,"5",0,0,1
NA,10,25,30,15,20,1,1,0,1,0,52,1,1,3,0,"2",0,0,1
NA,52,10,20,10,8,4,0,1,0,1,73,0,1,5,1,"2",0,0,1
NA,0,33,34,33,0,1,1,0,1,0,63,0,1,5,1,"3",0,0,1
NA,15,17,35,20,13,1,1,0,1,0,39,1,1,6,1,"9",0,0,1
NA,20,30,25,5,20,1,0,1,0,1,46,1,1,8,1,"11",0,0,1
NA,40,15,15,12,18,2,1,0,0,0,58,0,1,5,1,"2",0,0,1
NA,0,40,20,15,25,4,0,1,0,1,47,0,1,5,1,"10",0,0,1
NA,52,11,7,9,21,4,0,1,0,1,37,1,0,1,0,"5",0,0,1
NA,0,45,30,15,10,1,1,0,1,0,44,1,1,5,1,"3",0,0,1
NA,5,35,30,10,20,1,1,0,1,0,44,0,1,6,1,"5",0,0,1
NA,10,10,50,20,10,1,0,0,0,0,67,0,1,2,0,"2",0,0,1
NA,0,20,12,30,38,1,1,0,1,0,41,1,1,5,1,"6",0,0,1
NA,40,20,20,10,10,2,0,1,0,1,79,0,1,2,0,"3",0,0,1
NA,4,34,34,28,0,1,1,0,1,0,51,0,1,6,1,"5",0,0,1
NA,5,20,50,25,0,1,0,0,0,0,22,0,0,2,0,"4",0,0,1
NA,65,10,10,5,10,5,0,0,0,0,72,0,0,5,1,"1",0,0,1
NA,65,5,10,10,10,5,0,1,0,1,63,0,1,5,1,"11",0,0,1
NA,0,45,45,5,5,1,1,0,0,0,45,1,1,7,1,"8",0,0,1
NA,11,22,22,21,24,1,1,0,1,0,34,1,0,5,1,"6",0,0,1
NA,25,20,15,10,30,4,0,1,0,1,57,0,1,6,1,"11",0,0,1
NA,6,34,31,17,12,1,0,0,0,0,44,1,0,2,0,"1",0,0,1
NA,30,10,20,30,10,3,0,0,0,0,27,1,0,4,0,"7",0,0,1
NA,40,20,10,20,10,1,0,1,0,1,55,1,1,1,0,"5",0,0,1
NA,40,15,15,10,20,2,1,0,1,0,43,0,1,6,1,"5",0,0,1
NA,23,18,23,10,26,1,0,0,0,0,38,1,1,5,1,"5",0,0,1
NA,20,40,15,25,0,2,0,1,0,0,43,0,1,2,0,"3",0,0,1
NA,70,5,5,10,10,1,0,1,0,1,57,1,1,3,0,"7",0,0,1
NA,25,10,20,30,15,5,0,1,0,1,58,1,1,5,1,"4",0,0,1
NA,10,20,20,20,30,3,0,0,0,0,53,0,1,2,0,"2",0,0,1
NA,0,25,25,10,40,1,1,0,1,0,38,1,1,2,0,"5",0,0,1
NA,20,20,20,20,20,1,0,1,0,0,29,0,1,5,1,"3",0,0,1
NA,7,30,30,33,0,1,1,0,1,0,39,0,0,2,0,"3",0,0,1
